,0
0,46.3492576520902
1,120.66419257322289
2,51.226166331343315
3,84.09186834988063
4,52.66791152851345
5,47.26784716401251
6,97.89187245472155
7,145.01113901171752
8,76.54018683835196
9,55.542275355419804
10,71.20184127970664
11,50.71217327184007
12,69.85671269246308
13,45.05296518826813
14,41.05994102950843
15,51.16942451356004
16,83.46307091467132
17,72.82128953026472
18,92.15704160195459
19,61.07274232256911
20,64.84224909117582
21,74.13878234172812
22,152.75699402239462
23,83.51085461322607
24,53.13545783290565
25,72.73297825262003
26,95.13387338030637
27,113.45786161215815
28,74.41496999088187
29,59.21876847851553
30,67.36449932992552
31,76.52120285388195
32,46.245718014930304
33,66.87835238673618
34,89.23893164464677
35,98.55572852866318
36,160.1207016109304
37,95.69563411473669
38,53.48201790158209
39,89.43836897442652
40,49.450654262118924
41,72.0408365297029
42,78.28073307370131
43,48.961813655855536
44,57.9898488732181
45,73.42582873076604
46,56.860000239997554
47,73.91401482847398
48,125.8453664555727
49,78.1234407088627
50,79.59049788924898
51,79.1087987894744
52,80.43363036689522
53,58.83701836273014
54,48.554217006281235
55,72.06839738830988
56,57.563665030561125
57,71.94279651741105
58,59.59113887541797
59,66.77854323274796
60,47.23000337701186
61,58.519215079608664
62,98.28222572006585
63,71.32268290691489
64,50.660669536987356
65,74.77416995515993
66,78.48747366429335
67,145.26645491092378
68,62.133559979479145
69,92.24006716419332
70,79.73251932784572
71,67.96411349999266
72,95.12225200227223
73,46.24873475203869
74,65.9382371671884
75,82.75010172599812
76,96.88447282160445
77,64.13419076344908
78,58.272106079303455
79,45.52885239084059
80,70.9155511865474
81,72.74976278972503
82,49.724878794958165
83,82.6737638282038
84,85.04856166282593
85,53.5192322410755
86,82.81556900477474
87,121.95536430538424
88,84.87307813666433
89,54.5542855924995
90,51.08161632822223
91,83.3122280946373
92,42.101493745693794
93,49.173675915229516
94,40.33104810933409
95,144.06036345157767
96,55.85314721720734
97,48.82560817115679
98,48.62768975290478
99,52.41435837232078
100,67.32122738297878
101,71.9285636646582
102,51.05284570106995
103,118.9415590280426
104,82.29094558048665
105,100.97415392394562
106,40.80536979753855
107,47.91864138515172
108,48.473080863994596
109,57.859917179981494
110,80.58445050433923
111,49.82612366651214
112,72.96788409877864
113,60.57308249686257
114,73.42582873076604
115,85.81919844576632
116,41.357345239365706
117,43.860461919421866
118,49.39702487529743
119,104.981365802793
120,131.16967204451294
121,85.2244089166513
122,77.66153114065027
123,41.160082634868594
124,72.37676166512955
125,54.79539722525326
126,62.62984426627931
127,86.39051037744136
128,84.61233276271292
129,144.0142956593133
130,42.43625293403931
131,81.80176614501639
132,112.085481157611
133,47.08831979623617
134,50.259536532058696
135,100.83955894486932
136,158.07897420112826
137,81.79270788393451
138,84.87191975083235
139,83.20502393218885
140,85.28018736330591
141,44.15038819060136
142,138.255600821114
143,39.10343111693581
144,66.80406613750304
145,58.97499238355768
146,52.43649947815829
147,40.26026326797179
148,60.839921436723586
149,59.83647462952076
150,72.12207312513694
151,64.9530068199152
152,66.42432158459668
153,68.22633780369188
154,135.5184379926356
155,42.24035991168185
156,73.27332769338008
157,67.10870417101081
158,75.68035232786602
159,96.18078409941009
160,39.5302770180934
161,67.92310514478672
162,57.6255767615458
163,98.25823436833656
164,74.96314260961978
165,58.67324540182373
166,80.16113721128455
167,104.79585834162279
168,85.06444150329867
169,40.33571544268896
170,76.25517425236615
171,62.07276767231521
172,75.66816880018699
173,78.95084303731389
174,44.54999674583747
175,39.61275887945562
176,79.62196536839808
177,67.66643327596074
178,57.49888601080054
179,147.06342391034408
180,40.78225824961002
181,43.61150668196617
182,91.73718208695132
183,72.11279996590345
184,36.73098926656295
185,44.10560014421272
186,60.91028038705085
187,60.06423522176926
188,51.17080721559194
189,61.79965273457485
190,78.11538652349164
191,78.40213984667304
192,74.20376367302715
193,78.26572762156007
194,91.57889554575333
195,60.7536256839315
196,48.979974416045735
197,71.42635206429901
198,49.98493763619741
199,75.10948168153202
200,61.99913999772231
201,75.39409438163868
202,38.5361156374511
203,74.95228538485988
204,119.43867686969796
205,81.26055528853958
206,102.29437485294935
207,108.09112358880324
208,67.5200831054477
209,62.66979888497262
210,73.24218649177658
211,68.50327196977628
212,108.21889215087066
213,46.18712636925899
214,46.188542451508674
215,76.66980784640477
216,47.13078680578955
217,59.72242103183381
218,77.73464088373402
219,81.31387915703162
220,45.277137125509135
221,72.27341848450754
222,87.83840413936692
223,67.36366321642879
224,57.686676432946015
225,47.81977150606499
226,62.30193691392667
227,84.14779694147619
228,82.61984009755336
229,91.23613796253767
230,94.31806625403635
231,50.69532905938493
232,69.73414128816627
233,63.65413961920354
234,135.86211247583248
235,63.1325569221564
236,79.5455687004525
237,113.6010581122681
238,46.015590067443554
239,68.3226844534435
240,102.31224608326202
241,86.9360440537177
242,42.777861844271825
243,55.87756617936085
244,67.31400833444361
245,50.58219709173904
246,73.84275823968677
247,64.66142305489736
248,90.22926291861117
249,91.33196050527938
250,87.7623762460912
251,55.54116024304746
252,50.54846692233387
253,47.260016695407835
254,121.49825299795815
255,93.57551511716167
256,51.475553857494795
257,76.30926052600063
258,112.41671920341523
259,78.28373012590853
260,44.20843616965049
261,64.63476203710658
262,69.129611281903
263,62.22430082879462
264,61.27410402022098
265,68.27192572085401
266,46.11444162509361
267,72.2612224289294
268,124.27849984850744
269,62.00931692669474
270,83.1792801534652
271,47.14695632771395
272,83.15583450152393
273,62.73931580855356
274,110.67946527673442
275,40.845753768145094
276,153.8917831237948
277,49.84266921463989
278,85.68983776579044
279,71.56806672868822
280,93.1904719782869
281,72.15484025778684
282,68.40135340426977
283,54.43526030919437
284,51.8607077922455
285,40.63632392009066
286,71.17927856164255
287,47.15498645287976
288,48.5302996223035
289,67.2606916015213
290,75.76968553237292
291,52.90512242651499
292,94.99764091317063
293,122.9740803411463
294,72.66919319829177
295,121.21548821600757
296,155.73797049811878
297,45.50025696763404
298,61.94782121881871
299,39.41648453942947
300,48.95373631306195
301,55.290375568447445
302,130.06157578942046
303,120.32328401519578
304,79.14941425640586
305,39.91438772014942
306,85.1135325699254
307,147.61926629985265
308,97.41344108240963
309,79.87945748928344
310,45.68184025771598
311,91.73718208695132
312,155.7198286356047
313,54.42627970035904
314,77.77519623257601
315,45.34160673672071
316,42.80542849517477
317,92.24399314613161
318,147.23093001047437
319,65.09671630171286
320,68.94088409378956
321,55.37792721263701
322,60.20371018185607
323,41.40648646313573
324,137.09467863487913
325,55.59084354436825
326,46.3650271420403
327,76.92429171007882
328,57.515294882450334
329,49.66413174305188
330,83.83286281353469
331,79.77819186350403
332,92.21362970862369
333,59.625243078092716
334,73.23454016899969
335,102.58569472247635
336,76.69692219197314
337,41.48659125013278
338,118.74760096162358
339,48.61442144895152
340,98.12336139103117
341,72.50084244982565
342,71.1070030721154
343,76.28638283332931
344,73.99525544173613
345,59.74739471127458
346,75.63842622892726
347,54.43526030919437
348,100.51210347328838
349,81.64203219335701
350,79.63178836500275
351,82.23090950566377
352,48.815899686753006
353,60.52037346320941
354,52.9906809904755
355,83.12295753577682
356,76.91973490446539
357,54.85239187976549
358,56.69865058170761
359,53.58005773748057
360,94.08587580565997
361,66.3826371436141
362,74.164550652351
363,82.31532271366318
364,65.72092208264422
365,52.94236466568039
366,46.81982815797882
367,52.40551242714541
368,48.72835658776023
369,62.8716239098486
370,117.79247273302641
371,47.54247931230547
372,96.61013565070105
373,71.61088218241218
374,72.48354633712515
375,48.527303014463506
376,72.12705388269671
377,46.73075697804654
378,43.141240113519785
379,143.4162910476894
380,101.47252953349192
381,68.16065462442184
382,36.851270361172695
383,81.06613200594698
384,48.62555678434002
385,80.8849965285548
386,142.33792994345612
387,55.951708545195075
388,90.1885933318438
389,76.91137800893449
390,85.21996878649946
391,56.96536885902583
392,98.80836670307974
393,70.92545328807735
394,46.254051471363915
395,74.56831019705922
396,77.20347144024906
397,42.431792627289546
