,0
0,46.37121965490148
1,115.14269030254327
2,50.6986856447161
3,83.77338851424824
4,53.457865493294776
5,46.33540685914872
6,95.77001190399201
7,117.9172950384429
8,76.17736122542466
9,57.64818113160665
10,71.61779387661267
11,49.270321265431896
12,68.14204095953725
13,47.231138332224475
14,42.21027669085665
15,53.901666783957154
16,81.00350087593013
17,70.5756634319158
18,87.96808006382358
19,57.06492994969969
20,63.70983745620848
21,72.14341504163403
22,146.25258823739483
23,81.00350087593013
24,53.84635852787954
25,73.63753913237561
26,91.3747408992167
27,120.13822553345783
28,74.69401333537529
29,57.96395560304543
30,66.10472747332314
31,74.4809016098834
32,45.00076924174635
33,69.52418649364448
34,95.2098021841453
35,90.91550452545187
36,145.17424120879159
37,99.1270703500701
38,53.427745137385706
39,91.73205992486217
40,49.63390215792673
41,75.92358268584086
42,78.63493582093336
43,50.657726359457754
44,59.65586871278964
45,72.33868895039747
46,53.587814237438614
47,84.83908363731646
48,138.96571191937278
49,79.22568993780155
50,78.68584844535715
51,65.989834686723
52,90.08889356245115
53,59.272685331175204
54,47.52767357631495
55,72.88188413659101
56,61.60738835341095
57,70.88047921612468
58,58.47730950669491
59,66.51419899567426
60,45.748865667994465
61,59.272685331175204
62,97.46234673404791
63,70.95743739018367
64,52.89158816819742
65,74.44835177234258
66,79.32618154713796
67,128.68620347956568
68,61.18159124818864
69,95.2098021841453
70,72.26748656360738
71,70.90174440952197
72,108.21988549914514
73,46.36274842584886
74,65.34923061559537
75,78.43718714313991
76,90.61819066261765
77,57.75503274340837
78,58.84951686114864
79,47.39442575947576
80,80.34057945844884
81,71.00321859032756
82,49.729054954576206
83,81.49938725955315
84,89.72935563703263
85,53.204474324396436
86,82.15233569335264
87,127.40921589048367
88,83.50989631611722
89,51.7212567753204
90,50.45066189505338
91,73.9174039903959
92,44.86507371254102
93,49.92471145739642
94,41.23199073638214
95,148.03532055630893
96,56.32614097514923
97,51.044636604803095
98,47.59964627703616
99,54.37472319994784
100,72.99123121339899
101,73.01296498551609
102,50.58247949378257
103,121.41223452792012
104,82.15233569335264
105,105.93455585474146
106,39.153385141908366
107,47.48483629580465
108,47.61164405304691
109,56.26716301844673
110,73.00744889732346
111,49.24393464436083
112,70.63189637271664
113,60.708976046423565
114,72.33868895039747
115,94.21868727523821
116,43.30376855969138
117,44.064278769950505
118,48.499892937368244
119,101.79747308723243
120,113.45485979004336
121,82.07638993160457
122,74.87169041472367
123,41.663774153008255
124,73.78141743518626
125,61.759088692420704
126,62.71526326067261
127,84.71328217135137
128,83.50989631611722
129,141.8202971416996
130,42.51810211982646
131,77.68828366024164
132,97.52580861403892
133,45.81244000782971
134,48.76392690601051
135,91.60685168991134
136,150.75969752880687
137,80.22381900903822
138,93.26375259639684
139,81.28739916410534
140,88.47201344679755
141,45.390588012795895
142,133.31924577457548
143,40.01713240396693
144,62.64302760574466
145,63.881396488617774
146,51.47187743019884
147,40.29847281591791
148,57.42258583933286
149,60.34539919362491
150,82.73737611835233
151,64.17837493573694
152,67.02944878841446
153,74.29253932261331
154,138.50746456499976
155,41.4400391895222
156,74.04191228185428
157,67.48805420306807
158,77.7852306246864
159,90.39070176739524
160,41.875376918823136
161,68.37257726264671
162,54.64952831596493
163,94.26351627865326
164,71.2167734628458
165,66.18997994511098
166,82.92092273675212
167,114.082886646111
168,90.91673550174241
169,42.41490426116419
170,77.38723719678792
171,63.69642621056126
172,76.23756386085122
173,76.8113071152807
174,45.44126806311512
175,39.008090752598385
176,84.74044824444536
177,68.14204095953725
178,53.5209195834507
179,140.57212164449382
180,42.520239576696675
181,44.678640430779154
182,75.35021187045496
183,73.01601916232566
184,38.40421537730755
185,46.43626820769058
186,55.96450652910305
187,58.99651310941614
188,50.942855744728945
189,57.06492994969969
190,78.27104393681059
191,80.57088883971683
192,75.43770072541493
193,78.04510183529574
194,90.08889356245115
195,63.90710549489469
196,49.78933179473304
197,74.74934316368525
198,50.84050679770756
199,74.23310883204151
200,61.783639565740096
201,76.23756386085122
202,40.180312996942305
203,74.73837540576089
204,119.72658073582348
205,76.27539907669407
206,94.50945779853323
207,95.31950605593154
208,67.35792373417534
209,55.05115708199365
210,74.40564207748004
211,71.7065133022923
212,107.780817964361
213,46.0907344396696
214,47.4029879423578
215,77.14859119971428
216,46.62210325939426
217,62.08976152369086
218,76.21550213639289
219,88.07366981355901
220,45.317803376519066
221,72.61449230204613
222,90.95365718714068
223,61.65289135926909
224,56.98579319229597
225,47.596413789841364
226,64.11038317589683
227,85.09900084541958
228,77.79185355387982
229,92.31134783436755
230,89.74994416286863
231,50.94709257162987
232,68.01367416643144
233,61.555383454630466
234,120.64605790392763
235,63.70983745620848
236,77.11366271901981
237,109.36769068391337
238,46.97551004772467
239,69.763058325332
240,102.42883691501076
241,80.12056439363333
242,42.627515385920866
243,56.59912180683869
244,70.0894976114298
245,47.73221819433824
246,72.5468451101015
247,66.30729567560672
248,82.39113266155066
249,94.8895641366314
250,77.2600744625804
251,57.180002653965495
252,51.63259507797366
253,46.39558904499382
254,131.11009843529772
255,95.8443343292278
256,51.71429524852306
257,75.35266526082886
258,118.51334440424208
259,77.04910184176623
260,45.43698924153325
261,65.88545192190284
262,78.81490776553785
263,64.23820139099097
264,59.6967437524638
265,65.02769110710226
266,46.76761304623018
267,73.39673461683516
268,129.20776727619867
269,64.11038317589683
270,84.95640899684855
271,46.16694692052647
272,82.53718087149244
